Metric ID,Group,Metrics Category,Type,Metric,Definition / Description,Formula,Numerator,Denominator,Reporting,Answers,Indicators,Benchmark,Tools,Commentary / Interpretation,Data Source - Object,Data Source - Field,Data Store - Object,Data Store - Field,Time Rule,Logic,Tags,Notes
2.13,HR Operations,Operations,Value,Operating Revenue Per FTE,Average operating revenue per full-time equivalent employee.,Operating Revenue / FTE,Operating Revenue,#FTE,,,,,,,Finance — Cost Centers,,,, Last 4 completed quarters ,GROUP by org_unit; aggregate headcount,"org_design, structure, leadership_density, span_of_control",
2.14,HR Operations,Operations,Value,Operating Profit Per FTE,"Average operating profit (before tax, interest, and depreciation) per full-time equivalent employee.",Operating Profit / FTE,Operating Profit,#FTE,,,,,,,Finance — Cost Centers,,,, Last 4 completed quarters ,GROUP by org_unit; aggregate headcount,"org_design, structure, leadership_density, span_of_control",
2.15,HR Operations,Operations,Value,Operating Expense Per FTE,Average operating expense per full-time equivalent employee,Operating Expense / FTE,Operating Expense,#FTE,,,,,,,Finance — Cost Centers,,,, Last 4 completed quarters ,GROUP by org_unit; aggregate headcount,"org_design, structure, leadership_density, span_of_control",
2.16,HR Operations,Operations,Ratio,ROI - Human Investment Ratio,"Ratio of operating profit, adding back total compensation expense, returned for every dollar invested in employee compensation and benefits.",(Operating Profit + Total Compensation Expense) / Total Compensation Expense,Operating Profit,Total Compensation Expense,,,,,,,Finance — Cost Centers,,,, Last 4 completed quarters ,COUNT employees by org_unit; calculate ratio per defined hierarchy level,"org_design, structure, leadership_density, span_of_control",
2.17,HR Operations,Operations,Rate,Absence - PTO Utilization Rate (%Use),Paid time off hours taken as a percentage of those hours earned during the reporting period.,(PTO Hours.Used / PTO Hours.Accrued) * 100,#PTO Hours.Used,#PTO Hours.Accrued,"Finance Forecasting, Staffing Resource Planning",,,,,"A result of 80% means that for every 10 hours of PTO that employees accrue, they are only taking eight hours off.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
2.18,HR Operations,Operations,Value,Absences (Unscheduled) Compensation Value Per FTE,Average compensation cost of unscheduled absences per full-time equivalent employee.,(Unscheduled Absence Days * Direct Compensation.Daily) / FTE,Unscheduled Absence Days * Direct Compensation.Daily,FTE,Employee turnover analysis,,,,,"For example, a result of $500 means that the compensation costs of employees’’ unscheduled absences, spread across all employees, averaged $500 per employee. Put differently, a result of $500 means that during the period, the organization paid $500 per FTE in compensation for unscheduled absences.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
2.19,HR Operations,Operations,Rate,Absence Rate (%of Work Time),Total days of employee absence as a percentage of total expected workdays during the reporting period.,(Absence Days / Workdays) * 100,#Absence Days,#Workdays,Employee turnover analysis,,,,,"Absence Rate indicates the percentage of work time, expressed as workdays, that the average employee is absent for any reason during a period. A result of 3% means that absences total 3% of all workdays. Or, put differently, on an average day, 3 of every 100 employees are absent.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
2.20,HR Operations,Operations,Value,Termination Value Per FTE ($Cost),The value of all terminations during the period per full-time equivalent employee.,Total Termination Value / FTE,Total Termination Value,FTE,Employee turnover analysis,,,,,"Termination Value per FTE represents the cost of all terminations to the organization, relative to workforce size. Employee terminations can carry direct costs as well as efficiency and productivity costs or customer service deterioration. Direct costs include departure costs (e.g., accrued vacation), vacancy costs (e.g., temporary replacement help, recruiting advertising), and new hire costs (e.g., screening, relocation, increased salary over previous employee). Other costs can include decreased morale, lost productivity while peers “cover” the vacancy, the lost productivity of recruiters and hiring managers for recruiting a replacement, and the ramp-up time to productivity required for the replacement employee.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"engagement, sentiment, workforce planning",
2.21,HR Operations,Operations,Value,Termination-Voluntary Value Average ($Cost),The average value of each voluntary termination during the reporting period.,Total Termination Value.Voluntary / Terminations.Voluntary,Total Termination Value.Voluntary ,Terminations.Voluntary,,,,,,"Average Voluntary Termination Value represents the average cost of an Individual voluntary termination to the organization. Employee terminations can carry direct costs as well as efficiency and productivity costs or customer service deterioration. Direct costs include departure costs (e.g., accrued vacation), vacancy costs (e.g., temporary replacement help, recruiting advertising), and new hire costs (e.g., screening, relocation, increased salary over previous employee). Other costs can include decreased morale, lost productivity while peers “cover” the vacancy, the lost productivity of recruiters and hiring managers for recruiting a replacement, and the ramp-up time to productivity required for the replacement employee.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
2.22,HR Operations,Operations,Value,Termination Value Average ($Cost),The average value of each termination during the reporting period.,Total Termination Value / Terminations,Total Termination Value,#Terminations,,,,,,"Average Termination Value represents the average cost of an individual Termination to the organization. Employee terminations can carry direct costs to an organization, as well as efficiency and productivity costs or customer service deterioration. Direct costs generally include departure costs (e.g., accrued vacation), vacancy costs (e.g., temporary replacement help, recruiting advertising), and new hire costs (e.g., screening, relocation, increased salary over previous employee). Other costs can include decreased morale, lost productivity while peers “cover” the vacancy, the lost productivity of recruiters and hiring managers for recruiting a replacement, and the ramp-up time to productivity required for the replacement employee.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
2.23,HR Operations,Operations,Distribution,Staffing Breakdown by Function ,Distribution of headcount by function at the end of the reporting period.,(End of Period Headcount.[Function] / End of Period Headcount) * 100,End of Period Headcount.[Function],End of Period Headcount,,,,,,"Function Staffing Breakdown provides the percentages of the workforce staffed within each organizational function, such as sales, finance, information technology, engineering, manufacturing, etc. Graphically, the data are presented as a percentage of the total workforce, i.e., a stacked bar graph.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
2.24,HR Operations,Operations,Distribution,Staffing Breakdown by Employment Level,"Distribution of headcount by employment level (e.g., exempt/non-exempt or salaried/hourly) at the end of reporting period.",(End of Period Headcount.[Employment Level] / End of Period Headcount) *100,End of Period Headcount.[Employment Level,End of Period Headcount,,,,,,"Employment Level Staffing Breakdown provides the percentages of the workforce within each employment level, typically exempt and non-exempt within a U.S. workforce (alternatively, salaried and hourly). Graphically, the data are presented as a percentage of the total workforce, i.e., a stacked bar graph.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
2.25,HR Operations,Operations,Distribution,Staffing Breakdown by EEO Job Category,Distribution of headcount by EEO Job Category at the end of reporting period.,(End of Period Headcount.[EEO Job Category] / End of Period Headcount) *100,End of Period Headcount.[EEO Job Category] ,End of Period Headcount,,,,,,"EEO Job Category Staffing Breakdown provides the percentages of the workforce within each EEO job category for United States employers who report workforce figures to the Equal Employment Opportunity Commission. Graphically, the data are presented as a percentage of the total workforce, i.e., a stacked bar graph.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
2.26,HR Operations,Operations,Distribution,"Workforce Composition by Disability, Gender, Minority, Multilingual (%of Workforce)",Percentage of employees at the end of the period that speak more than one language.,(End of Period Headcount.Multilingual / End of Period Headcount) * 100,End of Period Headcount.Multilingual,End of Period Headcount,,,,,,"A result of 20% means that 20% of employees speak at least two languages. An organization may also create variations on this measure that relate to specific languages, e.g., Staffing Rate——Spanish Speaking.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
3.02,Learning & Development,Operations,Rate,Training Total Compensation Expense Rate,Training expense as a percentage of total compensation expense.,(Training Expense / Total Compensation Expense) * 100,Training Expense,Total Compensation Expense,,,,,,,HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
3.03,Learning & Development,Intelligence,Ratio,Training Staff Ratio,Number of employees for every full-time equivalent training function employee.,Average Headcount / FTE.Training Function,Average Headcount,FTE.Training Function,Candidate Experience Analysis,,,,,"A result of 1,000 means that there are 1,000 employees in the organization for every full-time equivalent training staff member.",HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
3.05,Learning & Development,Intelligence,Rate,Training Penetration Rate,Percentage of employees completing specific course or content training.,((Employees Completing Course(s) / Total Employees to Be Trained)) * 100,Employees Completing Course(s),Total Employees to Be Trained,,,,,,"Training Penetration Rate measures the percentage of employees completing a course or a content area of training. For example, an organization might measure the percentage of employees that have taken any courses related management development. For this purpose a Training Penetration Rate of 80% indicates that 80% of employees eligible to take a management development course have done so.",HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
3.06,Learning & Development,Operations,Value,Training Hours per Occurrence,Average number of training hours per training occurrence.,Total Training Hours / Training Occurrences,Total Training Hours ,Training Occurrences,,,,,,,HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
3.07,Learning & Development,Operations,Value,Training Hours Per FTE,Average number of training hours per full-time equivalent employee.,Total Training Hours / FTE,Total Training Hours,FTE,,,,,,,HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
3.08,Learning & Development,Operations,Value,Training Expense Per Employee,Average training expense per employee.,Training Expense / Average Headcount,Training Expense,Average Headcount,,,,,,,HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
3.10,Learning & Development,Operations,Distribution,Training Channel Delivery Mix,"Breakdown of training course offerings by delivery type, e.g., classroom, e-learning, etc.",(Distinct Courses Offered.[Delivery Type] / Distinct Courses Offered) * 100,Distinct Courses Offered.[Delivery Type],Distinct Courses Offered,,,,,,,HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
3.11,Learning & Development,Intelligence,Rate,E-learning Abandonment Rate,"Percentage of courses begun, but not completed, using learning technologies.",(E-Learning Courses Initiated.Abandoned / E-Learning Courses Initiated) *100,E-Learning Courses Initiated.Abandoned,E-Learning Courses Initiated,,,,,,,HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
4.07,Talent Acquisition,Intelligence,Rate,External Hire Rate (%of Headcount),External hires as a percentage of average headcount during the reporting period.,(External Hires / Average Headcount) * 100,External Hires  ,Average Headcount,,,,,,"This measure is used to monitor ""churn"" of the workforce, the rate at which employees are entering the organization, and the hiring volume as an outcome of recruitment activities.",ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",
4.08,Talent Acquisition,Experience,Score,Candidate NPS Score,Net Promoter Score from post-process survey on 0–10 scale.,(count(9–10) − count(0–6)) / count(all) * 100,Promoters − detractors,All responses,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",Report separately by hired vs. not hired.
4.09,Talent Acquisition,Governance,Time,"Decision Latency (days, median)",Days from decision request created to decision logged in pilot functions.,median( decision_dt - request_dt ),Decisions closed,Decision requests,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Log decision type and escalation path.
4.10,Talent Acquisition,Governance,Rate,HM SLA Compliance Rate,Share of HM actions (feedback/decisions) taken within SLA.,count( actions_within_SLA ) / count( actions_required ),On-time HM actions,Required HM actions,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Show by team to target coaching.
4.11,Talent Acquisition,Intelligence,Rate,Interviewer Load Balance Rate,Distribution of interviews per interviewer vs. target range.,count( interviewer_weeks within target ) / count( interviewer_weeks ),Weeks within target,All interviewer-weeks,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Optional: show Gini coefficient alongside.
4.12,Talent Acquisition,Intelligence,Value,Meeting Hours / FTE (weekly),Sum of meeting hours per FTE per week in pilot functions.,sum( meeting_duration_hrs ) / count( FTE ),Meeting hours,FTE count,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",Use consistent working-hours definition.
4.13,Talent Acquisition,Intelligence,Rate,No-Show Rate,Share of scheduled interviews where the candidate or interviewer did not attend.,"count( interview_status in {No Show, Canceled Late} ) / count( scheduled_interviews )",No-shows and late cancels,Scheduled interviews,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Track candidate vs interviewer separately.
4.14,Talent Acquisition,Intelligence,Rate,On-time Scorecards Rate (≤24h),Share of submitted scorecards received within 24 hours of interview end.,count( scorecard_submitted_dt - interview_end_dt ≤ 24h ) / count( scorecards ),On-time scorecards (≤24h),All scorecards,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Break out by HM vs panel to target nudges.
4.15,Talent Acquisition,Intelligence,Rate,Pass-through Rate: App → Screen,Share of applications that progress to recruiter screen.,count( moved_to_screen ) / count( applications ),Applications with screen date,Applications,Recruitiing Funnel,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","Pass-throughs: Denominator = candidates who ENTERED the stage in the period; Numerator = those who LATER reached the next stage (allow lag across weeks).
Cohorting: Use apply week (App→Screen) and stage-entry week for all pass-through denominators; do not mix with event week."
4.16,Talent Acquisition,Intelligence,Rate,Pass-through Rate: Final → Offer,Share of final loops that result in an offer.,count( offers.sent ) / count( final_loops ),Offers sent,Final loops,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","Pass-throughs: Denominator = candidates who ENTERED the stage in the period; Numerator = those who LATER reached the next stage (allow lag across weeks).
Cohorting: Use apply week (App→Screen) and stage-entry week for all pass-through denominators; do not mix with event week."
4.17,Talent Acquisition,Intelligence,Rate,Pass-through Rate: HM → Final,Share of HM interviews that progress to final loop.,count( moved_to_final ) / count( HM_interviews ),HM interviews with final date,HM interviews,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","Pass-throughs: Denominator = candidates who ENTERED the stage in the period; Numerator = those who LATER reached the next stage (allow lag across weeks).
Cohorting: Use apply week (App→Screen) and stage-entry week for all pass-through denominators; do not mix with event week."
4.18,Talent Acquisition,Intelligence,Rate,Pass-through Rate: Offer → Hire,Share of offers that result in a hire.,count( hires ) / count( offers.sent ),Hires,Offers sent,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","Pass-throughs: Denominator = candidates who ENTERED the stage in the period; Numerator = those who LATER reached the next stage (allow lag across weeks).
Cohorting: Use apply week (App→Screen) and stage-entry week for all pass-through denominators; do not mix with event week."
4.19,Talent Acquisition,Intelligence,Rate,Pass-through Rate: Screen → HM,Share of screens that progress to HM interview.,count( moved_to_HM ) / count( screens ),Screens with HM date,Screens,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","Pass-throughs: Denominator = candidates who ENTERED the stage in the period; Numerator = those who LATER reached the next stage (allow lag across weeks).
Cohorting: Use apply week (App→Screen) and stage-entry week for all pass-through denominators; do not mix with event week."
4.20,Talent Acquisition,Intelligence,Time,"Time-to-Hire (days, median)",Calendar days from application submission to offer acceptance (or hire) for filled requisitions.,median( offer_accepted_dt - application_dt ),Offer accepted dates,Applications with accepted offers,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring","If using 'hire_dt' instead of 'offer_accepted_dt', note in version."
4.21,Talent Acquisition,Intelligence,Time,"Time-to-Schedule (hours, median)",Hours from interview request creation to first scheduled interview start time.,median( interview_start_dt - interview_request_dt ) * 24,Scheduled interview start times,Interview requests,,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"CNVR, recruiting, pipeline, hiring",Use UTC or local consistently.
4.22,Talent Acquisition,Governance,Rate,Decision Consistency Rate,Measures how consistently similar candidate profiles receive the same screening decision across reviewers. Why it matters: High variation indicates unstable application of judgment.,Count of candidates whose final screening decision matches the majority decision within their requisition and score band / Total number of candidates evaluated within the same requisition and screening score band.,Count of candidates whose final screening decision matches the majority decision within their requisition and score band.,Total number of candidates evaluated within the same requisition and screening score band.,Decision integrity Dashboard,,,,Screening A[i]gent,High variation indicates unstable application of judgment. Lower rates indicate inconsistent application of rubric-driven decisions and potential human override drift. Persistent instability signals need for calibration review or rubric refinement.,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"Recruiting, Hiring, Decision Integrity",
4.23,Talent Acquisition,Governance,Rate,Rubric Adherence Rate,Measures how often screening decisions align with defined must-have criteria and scoring thresholds. Example: Candidate scores 82; threshold is 75; decision = Reject → misalignment. Why it matters: Ensures screening decisions reflect agreed standards.,Decisions Aligned with Rubric Thresholds / Total Screening Decisions,Decisions Aligned with Rubric Thresholds,Total Screening Decisions,Decision integrity Dashboard,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"Recruiting, Hiring, Decision Integrity",
4.24,Talent Acquisition,Governance,Score,Screening Predictive Strength Score,"Measures whether screening score bands meaningfully differentiate downstream candidate performance. Example: Strong band → 70% pass HM screen, Borderline → 35%, Weak → 10% = strong (equal rates across bands = weak signals | Why it matters: Indicates whether screening produces real signal or noise.","correlation(Screening Score, Downstream Success Outcome)","correlation(Screening Score, Downstream Success Outcome)","correlation(Screening Score, Downstream Success Outcome)",Decision integrity Dashboard,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"Recruiting, Hiring, Decision Integrity",
4.25,Talent Acquisition,Governance,Probability,Early False Negative Risk,Estimates the likelihood that candidates meeting rubric criteria were rejected during screening. Why it matters: Identifies hidden talent loss.,Qualified Candidates Rejected at Screening / Total Qualified Candidates,Qualified Candidates Rejected at Screening,Total Qualified Candidates,Decision integrity Dashboard,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"Recruiting, Hiring, Decision Integrity",
4.26,Talent Acquisition,Governance,Index,Calibration Stability Index,"Measures whether screening thresholds shift across time or reviewers. Example: Q1 threshold = 70, Q3 threshold = 80 → drift | Why it matters: Prevents silent tightening or loosening of standards. Indicates demand exceeds resources.",abs(current_threshold - baseline_threshold),abs(current_threshold - baseline_threshold),abs(current_threshold - baseline_threshold),Decision integrity Dashboard,,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"Recruiting, Hiring, Decision Integrity",
4.48,Talent Acquisition,Governance,Rate,Override Frequency Rate,Percentage of AI-generated recommendations that were manually overridden by a human decision-maker.,(AI Recommendations Overridden / Total AI Recommendations Issued) * 100,AI Recommendations Overridden,Total AI Recommendations Issued,Decision integrity Dashboard,,,,Screening A[i]gent,"High override frequency may indicate: Poor model calibration, Low human trust in AI outputs, Misaligned thresholds, Excessive human discretion | Track trend over time. Segment by recruiter / HM / function.",,,,,,,,
4.50,Talent Acquisition,Intelligence,Score,Mobility Readiness Score,"Predicted probability that a candidate or employee is open to internal or external mobility based on tenure, career velocity, compensation drift, and engagement patterns.",Model-derived probability score (0–100 scale),Predicted mobility likelihood,N/A (model output),Candidate Intelligence,,,,,"Used for: Proactive retention, Internal talent mapping, External candidate targeting",,,,,,,Talent,
4.51,Talent Acquisition,Intelligence,Index,Career Velocity Index,"Rate of career progression relative to expected progression benchmarks for role, function, and tenure band.",Actual Career Progression Rate / Expected Benchmark Rate,Actual Career Progression Rate,Expected Benchmark Rate,Candidate Intelligence,,,,,Values >1 indicate accelerated progression Values <1 indicate stagnation risk,,,,,,,Talent,
4.52,Talent Acquisition,Intelligence,Score,Skill Adjacency Score,Measures how closely a candidate’s skills align to adjacent or target role skill clusters.,Cosine similarity between skill vectors (0–100 normalized),Cosine similarity between skill vectors (0–100 normalized),Cosine similarity between skill vectors (0–100 normalized),Candidate Intelligence,,,,,,,,,,,,Talent,
4.56,Talent Acquisition,Intelligence,Rate,Candidate Responsiveness Rate,Share of candidate communications responded to within defined SLA window.,Responses within SLA / Total Outreach,Responses within SLA,Total Outreach,Candidate Intelligence,,,,,,,,,,,,Talent,
4.57,Talent Acquisition,Intelligence,Index,Market Availability Index,Relative availability of qualified talent in market compared to role demand.,Qualified Talent Pool Size / Open Reqs in Market,Qualified Talent Pool Siz,Open Reqs in Market,Candidate Intelligence,,,,,,,,,,,,Talent,
4.58,Talent Acquisition,Intelligence,Index,Talent Supply Index,Similar to 4.57 but internal + external combined.,(Total Qualified Internal Candidates + Qualified External Candidates) / Open Roles,Total Qualified Internal Candidates + Qualified External Candidates,Open Roles,Market Intelligence,,,,,,,,,,,,"Talent, Market Data",
4.59,Talent Acquisition,Intelligence,Count,Competition Density ,Number of companies hiring for similar role within geographic + function cluster.,count(Active Job Postings for Similar Roles in Region),Active Job Postings for Similar Roles,Region (Filter Scope),Market Intelligence,,,,,,,,,,,,"Talent, Market Data",
4.60,Talent Acquisition,Intelligence,Rate,Compensation Drift Rate,Rate at which compensation expectations exceed internal pay bands.,Median Candidate Comp Expectation / Internal Median Pay Band,Median Candidate Comp Expectation,Internal Median Pay Band,Market Intelligence,,,,,,,,,,,,"Talent, Market Data",
4.61,Talent Acquisition,Intelligence,Rate,Internal Mobility Readiness Rate,Share of employees meeting skill + tenure thresholds for internal movement.,Employees Meeting Mobility Criteria / Total Employees,Employees Meeting Mobility Criteria,Total Employees,Internal Talent Intelligence,,,,,,,,,,,Mobility criteria may include: Skill Match + Minimum Tenure + Performance Threshold,Talent,
4.62,Talent Acquisition,Intelligence,Index,Skill Gap Index,Gap between current workforce skill inventory and future role requirements.,Required Skills for Strategic Roles − Current Workforce Skill Coverage,Required Skills for Strategic Roles − Current Workforce Skill Coverage,Required Skills for Strategic Roles − Current Workforce Skill Coverage,Internal Talent Intelligence,,,,,,,,,,,,Talent,
4.63,Talent Acquisition,Intelligence,Forecast,Workforce Capability Forecast,Predictive model estimating capability sufficiency vs strategic demand.,Projected Workforce Capability Supply / Projected Strategic Capability Demand,Current Skill Inventory + Expected Skill Growth + Planned Hiring − Expected Attrition,Projected Strategic Capability Demand,Internal Talent Intelligence,,,,,,,,,,,,Talent,
4.65,Talent Acquisition,Intelligence,Index,Role Difficulty Index,"Composite of: Time to fill, Offer acceptance, Market density, Compensation drift | Normalized 0–100 difficulty score.",normalize(Time-to-Fill) + normalize(1 − Offer Acceptance Rate) + normalize(Market Competition Density) + normalize(Compensation Drift Rate) | Composite Score scaled to 0–100,normalize(Time-to-Fill) + normalize(1 − Offer Acceptance Rate) + normalize(Market Competition Density) + normalize(Compensation Drift Rate) | Composite Score scaled to 0–100,normalize(Time-to-Fill) + normalize(1 − Offer Acceptance Rate) + normalize(Market Competition Density) + normalize(Compensation Drift Rate) | Composite Score scaled to 0–100,Recruiting Strategy Intelligence,,,,,,,,,,,,Talent,
4.66,Talent Acquisition,Governance,Rate,AI Assist Rate,%Evaluations where AI-generated insights informed the final hiring decision,AI-Assisted Decisions / Total Hiring Decisions,AI-Assisted Decisions,Total Hiring Decisions,,,,,,,,,,,,,Talent,
5.01,Talent Management,Intelligence,Rate,Staffing Rate - High Potential (% of Workforce),Percentage of the workforce designated as high potential.,(End of Period Headcount.High Potential / End of Period Headcount) * 100,End of Period Headcount.High Potential,End of Period Headcount,,,,,,,HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
5.03,Talent Management,Intelligence,Rate,LDP - Leadership Dev Plan Prevalence Rate,Percentage of managers with Leadership Development Plans in place.,(End of Period Headcount.Manager.LDP / End of Period Headcount.Manager) *100,End of Period Headcount.Manager.LDP,End of Period Headcount.Manager,,,,,,"LDPs might contain planned or recommended steps for a leader related to executive coaching, training courses, supervisory experience, experience in new functions or business lines, mentoring, and other key developmental areas. The plan is targeted toward the leadership competencies or personal skills that have been identified as in need of improvement or generally beneficial to all leaders.",HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
5.13,Talent Management,Intelligence,Rate,Cross-Functional Mobility Rate – Managers,Internal movements of managers between functions as a percentage of total internal movements of managers.,(Internal Movements.Managers.Cross Function / Internal Movements.Managers) *100,Internal Movements.Managers.Cross Function,Internal Movements.Managers,,,,,,,HRIS — Employee Snapshot,,,, Last 4 completed quarters ,COUNT internal job changes; filter promotion flag,Mobility,
5.23,Talent Management,Intelligence,Rate,Positions Without Ready Candidates Rate,Percentage of managerial positions that do not have “ready” candidates identified for potential succession.,(End of Period Headcount.Manager.Succession-Applicable.No Ready Candidate / End of Period Headcount.Manager.Succession-Applicable) * 100,End of Period Headcount.Manager.Succession-Applicable.No Ready Candidate,End of Period Headcount.Manager.Succession-Applicable,,,,,,Positions Without Ready Candidates Rate indicates the percentage of managerial positions that require succession management focus but do not have a “ready” candidate identified. A result of 20% means that 20% of succession-applicable managerial positions do not have successor candidates identified that are ready to assume the position immediately if needed.,HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
5.24,Talent Management,Intelligence,Index,Manager Instability Index,The percentage of employees who have had more than one manager within the most recent 12 months.,(End of Period Headcount.>1 Supervisor in Previous 1-Year Period / End of Period Headcount) * 100,End of Period Headcount.>1 Supervisor in Previous 1-Year Period,End of Period Headcount,,,,,,A result of 30% means that 30% of employees have had a change in direct supervisor within the past year.,HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
5.25,Talent Management,Intelligence,Rate,Termination-Voluntary Rate (%of Headcount),Voluntary terminations during the reporting period as a percentage of average headcount.,(Terminations.Voluntary / Average Headcount) * 100,Terminations.Voluntary,Average Headcount,,,,,,"Voluntary Termination Rate measures the percentage of employees who left the organization on their own initiation during the reporting period, for reasons such as resignation or retirement. Voluntary terminations are thus different from involuntary, or employer-initiated, terminations such as firings or layoffs. A result of 15% means that voluntary terminations equated to 15% of the workforce.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
5.31,Talent Management,Intelligence,Rate,Tenure / Staffing Rate < 1-Year,Percentage of employees at the end of the period that have less than one year of tenure,(End of Period Headcount.< 1-Year Tenure / End of Period Headcount) * 100,End of Period Headcount.< 1-Year Tenure,End of Period Headcount,,,,,,"A result of 10% means that 10% the employee population has less than 1 year of tenure. High levels of less than 1 year of tenure could be a result of rapid growth. More likely, high levels of less than 1 year of tenure is a result of staffing to replace high turnover.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
